restaurant_name,clean_review,confidence_score
Adana Dostlar kebapcısı,Mardin gezimiz Öncelikle şunu belirteyim hijyen konusundaki önlemleri çok başarılı içimiz rahat yemek yedik hem mahalli hemde kebap çeşitleri mükemmel başarılarınız daim olsun,13.043478260869565
Adana Dostlar kebapcısı,Lezzetli yemek güler yüzlü Lezzetli yemek güler yüzlü çalışanlarla çok memnun kaldık Mekan çok temiz ve şık gönül rahatlığı ile tercih edebilirsiniz,18.181818181818183
Adana Dostlar kebapcısı,Teşekkürler Mezeleri salatası harika Çalışanları çok kibar Çok rahat bir ortamı var Fiyatları uygun Adana 25 çöp şiş 29 tl Şalgamı açık getirdiler ama tadı çok güzeldi Tavsiye ederim gidiniz,16.666666666666664
Adana Dostlar kebapcısı,Güzel Tur kapsamında öğle yemeği tercihi için doğru seçim yapmışız Lezzetli kebaplar ve yöresel yemeklerden memnun kaldık,17.647058823529413
Adana Dostlar kebapcısı,Kaburga dolması Arkadaşlarla beraber Mardin de yediğimiz en güzel kaburga dolmasıydı Pilavda kullanılan badem ve ağzınızda dağılan lokum gibi kuzu eti damaklarımızda çok güzel bir tat bıraktı Bayram olmasına rağmen servis hızlı ve güzeldi,8.823529411764707
Adana Dostlar kebapcısı,Tavsiye ederim Lezzetli kebaplar yiyebileceğiniz bir yer Tamirat bitince daha güzel bir mekan olacağını tahmin ediyorum,18.75
Adana Dostlar kebapcısı,Ciger lezzetsiz pahalı Ciger sis kupkuru ve lezzetsizdi arkadas kuzu sis aldi o da ayni sekildeydi apartman alti porsiyon 30tl cesmeden pahali daha temiz olmalilar personel saygili fakat emek eksik,10.0
Adana Dostlar kebapcısı,Normal Mardine özgü yemek çeşitlerini bulabileceğiniz normal bir restaurant Tercih edebileceğiniz yemekleri var,7.6923076923076925
Adana Dostlar kebapcısı,Kotu Hic bir sekilde ravsiye etmem kucuk porsiyon yanmis ciger lahmacun ve kebap ortaya gelen salata 5 catallik vr 1 gun onceden dogranilmis sanirum kisacasi asla tavsiye etmiyorum,3.571428571428571
Adana Dostlar kebapcısı,Müthiş işletmecilik Tur ile geldigimiz bu mekanda verdiğimiz sipariş yaklaşık 45 dakika sonra yanmış olarak geldi Yemeği yemedim ve geri gönderdim İşletmecisi yeniden yaptırmak konusunda cok ısrar etti fakat kabul etmedim Hesap için kasaya geldiğimde dakikalarca özür diledi Ve bu gerçekten cok önemli birseydi Yolunuz Mardin e düşerse mutlaka ugrayin Kalbi temiz bir işletmeci ve çok güzel kebaplarla karşılaşacaksınız,5.084745762711865
Adana Dostlar kebapcısı,Bozmasaydı iyiydi Çok güzel başlayıp zamanla kendini bozan bir mekan umarım Tekrardan o lezzeti ve kalitesini yakalar Güzel mekanlara ihtiyaç var,9.523809523809524
Adana Dostlar kebapcısı,Ramazan da iftar Herşey çok güzeldi ama çalışanlara ayrı bir teşekkür etmek lazım hepsi çok yardımsever çok güler yüzlü bu iş iftar saatinde bu yoğunlukta böyle ise tebrik etmek lazım Yemekler çok gülel porsiyonlar çok doyurucu fiyat ise inanılmaz idi,10.0
Adana Dostlar kebapcısı,Harika lezzet Önden gelen mezeler ve yemeğin tadı etin lezzeti kesinlikle mükemmeldi Verdiğiniz paranın hakkını veren bir restoran,11.11111111111111
Adana Dostlar kebapcısı,İş gezisi Mardin de bir öğle yemeği için bir grup 8 kişi gittik karışık kebap yedik beğendikl akşam da açık mekan güzel garsonlar güleryüzlü önere bileceğim bir mekan afiyet olsun,3.3333333333333335
Adana Dostlar kebapcısı,Mardinin en şık restoranı Sıcak özel ekmeği salatası kiremitte soğan lezzetli kebaplar fiyatlar uygun ortam nezih güleryüz herşey var,15.789473684210526
Adana Dostlar kebapcısı,karışık kebap süperdi nar ekşili salata ve ara sıcaklar süperdi içli köfte hariç personelın güleryüzlü olması ayrıca bir artı katıyor,10.0
Adana Dostlar kebapcısı,Mardinde iyi seçeneklerden biri Salataları müşteriye olan ilgi ve hizmetleri çok iyi Ancak hijyen konusunda birazdaha özen gösterilmelidir Döneri fazla kuru ve yanıktı Kebap ise lezzetli idi,7.4074074074074066
Adana Dostlar kebapcısı,Güzel leziZ Mekan hoş yemekler gayet iyi kebaplar ve ikramlar gayet iyi fiyatlar makul en hoş tarafı ise Doğu nun misafirperverliği,4.761904761904762
Adana Dostlar kebapcısı,Dostlar da Adana kebap Mardin deki Dostlar sofra salonunun müdavimiyim İle seyahatlerim için Mardin e gidince öğle yemeği için soluğu Dostlar da alırım Kebap çeşitlerinden Adana kuşbaşı Beyti patlıcanlı tavuk ile döner iskender yiyebilirsiniz lezzet sunum ve kalite olarak harika Mekan ferah ve temiz personel ilgili ve saygılı Ana yemeklerden önce servisi yapılan Mardin mutfağına ait lezzetler içli köfte közde yağlı soğan vs ve mükemmel salatası sizi doyurmakta yetiyor Yemekle beraber koyun yoğurdundan yaptıkları yayık ayrandan içmeyi unutmayın Fiyat olarak da uygun olan Dostlar a ailenizi veya arkadaşlarınızı gönül rahatlığıyla ağırlayabileceğiniz memnun olarak ayrılabileceğiniz bir mekan İşletme sahibi ve çalışanlarına özellikle de Hüseyin Bey e ilgilerinden dolayı teşekkür ederim,5.5045871559633035
Adana Dostlar kebapcısı,LÜKS VE MÜKEMMEL Adana kebabını harika yapıyor Önemli misafirler ağırlanabilir Aile ile gidilebilir Düşük bütçeye hitap etmez Değer mi karar sizin,14.285714285714285
Al Hayaal,1 sırada olmayı hak ediyor 2 sıradaki restauranttan sonra burayı da deneyimledik manzarası zayıf ama yemekler ve fiyatları daha iyi önden ücretsiz salata tabağı geliyor içinde mehir de vardı mardin tabağı ve alluciye söyledik mardin tabağı gayet lezzetliydi alluciyeyi eriğin ekşisinden dolayı ben beğenmedim damak zevki eleştiri yapacak olursam garson masaya pek uğramıyor servis işi zayıf ama tavsiye ederim,3.389830508474576
Al Hayaal,Güzel bir Mardin deneyimi Yöresel yemekleri aynı anda tadabilmek için Mardin tabağı söyledik Ürünler lezzetliydi Çalışanlar da güler yüzlü ancak bir meşrubat dahil 750 tl yani yaklaşık 20 dolar Çay ikram kahve değil,12.121212121212121
Al Hayaal,Mardin Yöresel Yemekleri için ideal Taste Traditional Mardin cusine here Öncelikle burası Eski Mardin de ana cadde üzerinde 2 katlı bir restoran Üst katta üstü açık teras gibi düşünebilirsiniz Mardinde olduğum süre boyunca 2 kez buraya gittim Burada süryani içliköfte mardin tabağı sembusek ırok ikbebet mardin meze tabağı mardin kebabı beyran ve alluciye denedik Kesinlikle mardin kebabı alluciye ve ikbebet favorim oldu Çalışanları ilgili ve güler yüzlü Fiyat performans olarak da bence gayet güzel Yine Mardin e gelsem burada yemek yerdim First of all restaurant has 2 floors and placed on the main street in Old Mardin You can think of it as an open air terrace on the upper floor I went here twice during my vacation in Mardin We tried süryani içliköfte mardin tabağı sembusek ırok ikbebet mardin meze tabağı mardin kebabı beyran ve alluciye Mardin kebab alluciye and ikbebet were definitely my favorites The staff is attentive and smiling I think the price performance ratio is also very good If I were to come to Mardin again I would eat here Definitely recommended,1.7045454545454544
Al Hayaal,Yöresel enfes kahvalti Çalışanların içten ve samimi yaklaşımı yöresel tatları en iyi şekilde deneyimleyebileceginiz çok lezzetli kahvaltıyı otantik bir mekanda keyifle yapabilirsiniz,13.636363636363635
Al Hayaal,Gerçekten kötü Merhaba yorumlara bakıp gittik Nasıl beğeni kazanmış şaşırdım Personeli 10 numara Diyecek hiç bir söz yok personel için Fakat Yemek kalitesi çok düşük Ürünler lezzetsiz Sembusek önceden yapılıyor ve size ısıtılıp getiriliyor Mardin tabağı diye bir seçenek var Fiyatı 750 TL Ederi 100 TL Fiyatı cidden geçtim ama lezzetsiz Bence en büyük sorun fiyat kalite uyuşmazlığı,3.4482758620689653
Al Hayaal,Kahvaltı için gayet başarılı Biz grup halinde kahvaltı yaptık Herşey mükemmel Lezzetler sunum hız ve servis konusında çok başarılılar Eski Mardinde yer alan bu mekan ağzının tadını bilenlere tavsiye olunur,6.666666666666667
Al Hayaal,Al Hayaal de bir gün Restoranın konumu merkezi bir yerde Teras ve dam kısımlar manzarayı izlemeniz için harika yerler Servis hızlı ve çalışanlar ilgili Yemeklerle birlikte içecek ve salatalar fiyata dahil bu açıdan bize çok pahalı gelmedi Meze tabağını yöresel yemekleri ve ızgara çeşitlerini beğendik Herkese teşekkür ederiz,6.25
Al Hayaal,Üzücü bir deneyim Uçağa gitmeden önce hızlı bir kahvaltı için gittim Menude sadece serpme kahvaltı oldugu ve 2 kişilik oldugu için tek kişilik kahvaltımız yok dediler ama 9 30 gibi kimse olmadığı için sağolsunlar yardımcı oldular kahvaltı için 1 sahanda yumurta 1 yoğurt 1 salatalık domates getirdiler Çay da henüz olmamıstı içmedim Kahvaltı sonrası 1 turk kahvesi içtim Serpme kahvaltı 500 tl idi Bana gelen hesap 550 tl oldu Menude tek basına fiyat yazmadıgı ıcın fiyatlandırma nasıl oldu bilemiyorum ama biraz fırsatçılık olmamış mı,2.380952380952381
Al Hayaal,All Hayaal Keyfi Arkadaşlarımızla beraber yaptığımız Mardin gezimizde yöresel yemekleri tadabileceğimiz bir mekan ararken en güzel yorumları alan bu mekan çıktı karşımıza Gidip deneyimledik ve çok ama çok memnun kaldık Yemekler enfesti Özellikle de ilgi ve alaka süper Herkese tavsiye ederiz Teşekkürler All Hayaal,9.090909090909092
Al Hayaal,Al hayaal gerçekten gitmelisiniz Yemekler fevkalade Sadece mekan çok salaş bir mekan ama yemekleri on numara Aşırı lezzetli mardin mutfağının bütün yemeklerini özenle ve titizlikle hazırladır Hepsini tattık hepsi ayrı ayrı lezzetliydi Mardine tekrar gidersek tekrar aynı mekanda yemek yemeyi tercih ederiz Çalışanların hepsine teşekkür ederiz Ayrıca yemekler dışında yemek gelene kadar verilen içecek ikramları içinde teşekkür ederiz,3.4482758620689653
Al Hayaal,Kötü Akşam yemeği için saat 18 30 da giriş yaptığımız mekanda yemeklerimiz 20 00 da geldi Gelen yemeklerde saç tava güzeldi Mardin tabağı kuzu eti ve kıyması yemeyenler için asla söylenmemesi gereken bir yemek Çay istedik çay servisleri olmadığın söylediler Ne istesek her şey için ya yok dediler ya da öok geç geldi Büyük bir organizasyon eksikliği vardı Bu kadar puanı nasıl almış çok şaşırdım,1.5384615384615385
Al Hayaal,1 Nisan 2025 Kaburga dolması çok güzeldi Ustası yanınızda kemiklerini kendi ayıklıyor Bazı yerlerde pilav üstü direkt getirdiler En güzeli en orijinali burası,8.695652173913043
Al Hayaal,Mutlaka gidilmesi gereken Otantik lezzetli MEKAN İnternet yorumlarını okuyarak bu akşam yemeğini orada yedik gerçekten çok sıcak çok samimi bir ortamı var eşim Mardin tabağı ben de Erikli kuzu eti yedim aslında kuzu etini hiç sevmezdim ama can bey hiç kokusu olmadığını ve çok hafif olduğunu söyleyince sipariş verdim gerçekten de benim gibi kuzuyu sevmeyen birine bile parmaklarını yedirebilir ayrıca gelen salatalar yeşillikler mezeler hem taze hemde çok lezzetliydi bize çok yardımcı olan bizi yönlendiren ve bizim sorularımızı hiç bıkmadan cevaplayan CAN beye çok teşekkür ederiz fiyatlar ise çok makul kalitesiz işletmelerde bile çok fahiş fiyatlar alındığını düşünürsek buradaki fiyatlar gerçekten mükemmel şimdiden gideceklere afiyet olsun,4.716981132075472
Al Hayaal,Müthiş Mardin e ilk gelişimiz Al Hayaal i denemelyedik ve inanılmaz tadlar denedik Mardine yolunuz düşerse mutlaka uğrayan Can bey e teşekkür ederiz,0.0
Al Hayaal,ÇIKIN ÇIKIN GELİN Restoranda Mardin e özgü kebaplar mezeler içli köfte dolmalar gibi lezzetlerin yanı sıra farklı tatlı ve içecek seçenekleri de sunulmaktadır Al Hayal keyifli bir yemek deneyimi yaşamak isteyenler için hem kaliteli hizmeti hem de güzel ortamı ile dikkat çeker Akşam saatlerinde şehrin ışıklandırılmış tarihi yapılarıyla birlikte hoş bir manzara sunan terası sayesinde Mardin in büyülü atmosferini yaşamak isteyenler için harika bir mekandır,7.6923076923076925
Al Hayaal,AL HAYAAL Öncelikle mekan merkezde ve yürüyerek ulaşılabilecek bir yerde olduğu için bulmakta hiç zorlanmadık Mardin tabağı ile yöresel yemeklerin hepsini tatma fırsatınız olacak bademli pilav ve içli köfteye bayıldık Çalışanlar çok güler yüzlü çok nazik sunum yapan genç arkadaş o kadar içten ki sohbet etmekten adını soramadık,4.166666666666666
Al Hayaal,Tavsiye edilmez İşletmenin fiziki görünümü beklentilerimizin altındaydı Yemek öncesi getirilen salata tabağındaki nane çamurluydu Bu yüzden diğer salatalara hijyenik kaygılarla el süremedik Yemek olarak Mardin Tabağı istedik Diğer işletmelere nazaran porsiyon itibariyle 600 TL nin karşılığını verecek miktarda değildi Bir kişiyi yeterince doyurmadığı söylenebilir Al Hayaal sonuç itibariyle bizim için hayal kırıklığıydı,1.9230769230769231
Al Hayaal,Kuzu eti menüde dana etinden yoktu bişey Aslında kuzu eti yemediğim için vana göre değildi kuzu sevenler için gayet iyi olurdu ve çarşıda bulunuyor konum olarak hemen bulabileceğiniz mekandır,0.0
Al Hayaal,Kazık Oturduk menü geldi Şok olduk 1 kişilik kaburga 1300 tl Kebaplar 600 tl Valla kusura bakmasınlar kazık yemeye gelmedik,0.0
Al Hayaal,Mardin Tabağı Diğer bazı ortamlara göre sakin bit ana denk geldik İlgili ve sıcak bir karşılama oldu Mardin tabağı istedik Yanımda gelen salata tabağı zengin ve sunumu çok iyiydi Mardin tabağı içerisinde sembusek etli ekmek içli köfte irok kitel patlıcan dolması ve iç pilavı Doyurucu ve güzeldi İşletme çalışanlarına teşekkür ederim,7.8431372549019605
Al Hayaal,Al Hayaal Restorant Buraya Mutlaka Gelmenizi Tavsiye Ederim Burada Bir Kaburga Dolması Var Ellerinizi Yersiniz Özel Şekilde Kaburgayı Kemiklerinden Ayırıyorlar O Şekilde Servis Ediyorlar Ayriyetten Yanında Salatasıda Geliyor Şahane Bir Restorant Kaburga Dolması Yemek İçin 45 Dakika Bekleme Süresi Var Biz Gitmeden Önce Sipariş Ettik Ve Gittiğimizde Herşey Hazırdı,4.081632653061225
Al Hayaal,Tercih edilmez Ortam olarak beğendiğim yanı olmadı her şey çok eski ve çalışanlar o kdr umursamaz ki defalrca seslendigimiz oldu kimse bakmıyor bile yemeklerini beğendiğim sayılmaz gerçekten hayal kırıklığı oldu bende,3.225806451612903
Al Hayaal,MARDİNDEKİ GEZİM VE AL HAYAAL Mardindeki gezimiz için nerde konaklıyıp yemek yiyebiliriz diye internett yer ararken al hayaali gördük ve konaklamak için al hayaale gittik yemeklerin lezzeti mi desem çalışanların ilgisi mi desem bilemedim herşey çok iyidi personel gayet güleryüzlü dost canlısı Mardin tabağı muhteşemdi tekrar yolumuz düşerse tekrar gideceğimiz bir mekan,3.8461538461538463
Al Hayaal,Puanına aldanmayın İlk sırada olduğu için deneyimlemek istedik ve hata ettik Zaten ilk merdivenlerden çıkınca kötü bir işletme olduğu anlaşılıyor ama özel bir gün olduğu için dönmek istemedim Mardin tabağı tercih ettik Ve porsiyonlar o kadar azdı ki sanki yemek öncesi gelen arasıcak Ordövr tabağı gibiydi 2 Sıradaki mekanda bu yemeği tek başıma asla bitiremedim Porsiyon az ama lezzetide yerinde değildi dünden kalma yemeği ısıtmışlar gibiydi Mezelerde yemekle çok alakasızdı Reyhan maydanoz soğan turşu ve çoban salata koymuşlar İşletme olarak çalışanların kurumsal bir kimliği yoktu servis elemanının terlikle bizi karşılaması rahatsız etti ama onun sayesinde kızım yemek yedi tek artısı bu olabilir diğer çalışanların güleryüzlü olmaması ve kendi aralarında farklı dilden konuşmaları beni rahatsız etti Fiyat performans olarak kesinlikle pahalı bir mekan Geçen yıl 2 Mekanı tercih etmiştik memnun kaldık bu yıl yine o mekana gittik fiyatlar alhaalde daha pahalı olduğunu gördük,2.8169014084507045
Al Hayaal,Mardin tabağı Mardin tabağı için tercih ettik ve aşırı memnun kaldık Pilavın lezzeti mükemmeldi İçli köfte et hepsi mükemmel Normalde parça et yemeyen biri olarak tadına bayıldım Hizmet kusursuzdu çalışan arkadaşlar çok ilgiliydi Teras çok güzeldi Fiyatlar normaldi,7.894736842105263
Al Hayaal,Incredible tastes incredible presentations incredible service Mardin e giden herkeste ne yesek neleri denesek diye yöresel bir şeyler yeme telaşı ve mekan arayışı oluyordur sanırım Bu yüzden uzun uzun yazacağım Öncelikle mekan merkezde ve yürüyerek ulaşılabilecek bir yerde olduğu için bulmakta hiç zorlanmadık Mardin tabağı ile yöresel yemeklerin hepsini tatma fırsatınız olacak bademli pilav ve içli köfteye bayıldık Ekşi erikli et yahni gerçekten çok lezzetliydi eti farklı şekillerde yemeyi seviyorsanız mutlaka demeyin İki kişilik kaburga dolması beklediğinize 45 dk asla pişman olmayacağınız bir şey ve sunumu olsun tadı olsun efsane Meze tabağı salatanın sosu ayranın otantik sunumu her şey çok güzel düşünülmüş şark odası çok güzel ama muhteşem manzara için terası tercih edin ve yemek üstüne kahvenizi orda için Çalışanlar çok güler yüzlü çok nazik sunum yapan genç arkadaş o kadar içten ki sohbet etmekten adını soramadık Yani artık Mardin de ne yiyelim diye düşünmenize gerek yok bence,5.405405405405405
Al Hayaal,Yetersiz hizmet Oncelikle calısanlar gercekten cok ilgisiz Menu icin bilgilendirme ya da herhangi bir soru sormada degisk bir sekilde igneleyici bir tavır var Yemekler tat olarak da yetersiz fiyatlar iyi fakat buraya gelmisken aksam yemegini burda harcamayı kimseye onermem,2.564102564102564
Al Hayaal,Beklentinin üstünde bir kahvaltı Çalışan ilgi ve alakası yöresel lezzetler veeeee güler yüz samimiyet daha ne olsun Mardin e gelirseniz burada kahvaltı edin deriz efendim,4.0
Al Hayaal,Lezzet noktasi Çok lezzetli ve nezih Can beyin ilgisi ve kibarlığı harikaydı Özellikle kaburga dolmasini denemelisiniz Kesinlikle tavsiye ederiz Sema Hakan Mesci,18.181818181818183
Al Hayaal,Akşam yemeği Kaburga dolması ve Mardin tabağı denmek için gelmiştim ve geldiğimize değmisti kaburga dolması çok lezzetli önünüzde parçalanıyor âdeta muazzam bir şey Mardin tabağı anlatılmaz yenilenir Mardin tanığının ve kaburga dolmasının içeriğini bilmem ama yediğim zaman o lezetti anlayabilirim sizlere,4.878048780487805
Al Hayaal,Hayal kırıklığı Tam bir hayal kırıklığı Yorumlara bakarak geldim ama keşke gelmeseydim dedim Mardin tabağının meşur olduğu söylendi Ama bizi hiç tatmin etmedi 3 kişi yer sofrasına oturduk Bulunduğunuz mekan nedeniyle yan yana masalara oturmak zorunda kaldık Menülerimiz geldiğinde nezelerden birer tane geldi Ben ayrı masadayım banada getirirmisiniz dediğimde Abi mezeler üç kişilik size tabak vereyim ordan alın cümlesi ve uygulaması hiç hoş olmadı Mezeler zaten küçücük kaselerin içine konmuş ve 3 kişilik olduğunu söylüyor Acaba tek kişi olsak ne kadar koyarlardı merak ettim Tek hoşuma giden yer sofrasının olduğu serin otantik mekan Servis elemanıda çok kibar değildi belirtmeliyim Abi gözlügünü alsana masadan tarzı cümleler Buna rağmen mardin tabağına verdiğimiz ücreti hiç hak etmiyor,0.8771929824561403
Al Hayaal,Al hayal Mükemmel bir restoran Tüm Mardin yemeklerini en lezzetli hali ile bulabileceğiniz bir yer Mutlaka denenmeli Fiyatlar çok çok çok uygun bu lezzetlere göre Ellerinize sağlık,7.4074074074074066
Al Hayaal,Görsele aldanma yemekleri kötü fiyatlar fahis Yorumlara bakarak tercih ettiğim bir mekandi Mekanda kemik yemek isterseniz tercih edilebilir fakat ben et yemek istiyorum derseniz kesinlikle tavsiye etmiyorum çünkü et yerine kemik ve sebzeden oluşan ürünler geliyor Olurda hoşunuza giden bir ikramlık olursa parasını peşin verin çünkü getirelim diyip getirmiyorlar Fiyat olarakta piyasanin kat ve kat üzerinde Mekanın hoşuma giden tek tarafı gorselligi Bence mekana yemek için değil ücreti karşılığında fotoğraf çekmeye gidilebilir 4,1.36986301369863
Al Hayaal,Kaliteli ve yemekler güzel Mardin de turist olarak görülmeyen nadir yerlerden kalitesi hizmeti ve fiyatı olarak çok güzel bir mekan bir daha gelinir,17.391304347826086
Al Hayaal,Uygun Fiyat Lezzetli Yemekler Bayram ziyaretimiz sırasında gidip yemek yediğimiz küçük sevimli bir restoran Yediğimiz kuzu but gerçekten harikaydı Eşim de ben de çok beğendik Fiyatları da Mardin ortalamasına göre oldukça uygundu Buradan da teşekkür etmek isterim,8.108108108108109
Al Hayaal,Yorum Mardin de kaldığımız 3 gün boyunca 2 akşam burda yemek yedik Yemekler gayet lezzetliydi ve personel güleryuzluydu Mardin de ki diğer yemek mekanlarının aksine,4.0
Al Hayaal,Ailecek Gelinecek bir mekan İşletmeye 3gün içinde 2 akşam yemeğini bu mekanda yedik Mardin yöresel yemekleri mükemmel temiz lezzeti çok iyi İşletme sahibi ve personel güler yüzlü sıcak kanlılar Bayram olmasına rağmen hizmet kusursuz ve Fiyatlar makul seviyede Buz Ailecek çok memnun kaldık,13.953488372093023
Al Hayaal,Mardin Allhayal turnesi Mardin turunda alhayaale gitmeye karar verdik orda Mardin tabağını tatmaya karar verdik gerçekten birbirinden güzel yöresel yemekleri tatma fırsatı yakaladık ilgisi için Ahmet beye teşekkür ederiz Çok tatlıydı,6.451612903225806
Al Hayaal,Kaburga dolması Daha önce tv de programda denk geldik Hakan bey kaburga dolması yaparken izlemiştik ve gezi listemizin en başına ekledik Mardine gelme sebebimiz diyebiliriz Kaburga dolması tek kelimeyle muhteşemdi çok beğendik kesinlikle Mardin e gelen herkes bu lezzeti tatmalı Çalışanlar ilgili güleryüzlü Porsiyon olarak iki kişilik oluyor ve doyurucu Son olarak gitmeden 2 saat önce arayıp sipariş vermeli ve rezervasyon oluşturmalısınız aksi halde bu lezzetten mahrum kalabilirsiniz,4.411764705882353
Al Hayaal,Efsane Lezzet Muhakkak gelinmesi gereken bir yer çok ama çok memnun kaldım Mardin e geldiğinizde Yemek yenilecek yerlerin başına eklenmesi gereken bir yer,8.695652173913043
Al Hayaal,Ortalama Burda ve başka yerlerdeki övgüleri okuyarak gittik Ancak hizmet ve yemekler hayal kırıklığıydı Mardin tabağı yedik herkes onu çok övmüştü bu tabak bende dünden kalan yemeklerin bir tabakta verilmiş halini andırdı ne yazık ki meze tabağı istedik hazırlığı 1 saat sürer gibi bir bahaneyle geçiştirildik Fiyat olarak 2 Mardin tabağı 1 Beyran çorbasına 710 TL ücret ödedik Gidip Mardin lezzetlerini tatmak isteyenlere ne diyeceğimi bilemiyorum Çünkü eski Mardin de yer alan restoranların hepsi birbirine benziyor,1.3157894736842104
Al Hayaal,Cokselll 14 kişilik bir grupla gittik aşırı güzel bi mekandı aşırı doyurucu tabakları vardı ayy bide tatlı ve mırra ikram ettilerrrrrr,9.523809523809524
Al Hayaal,Al Hayaal Mardin e gelmeden önce tavsiye edilenler listemize almıştık Garsonumuz İslam kardeşimizin ilgisi başta olmak üzere verilen hizmet lezzetli kaburga ve nefis tadımlıklarla çok güzel manzara eşliğinde harika bir akşam geçirdik,15.625
Al Hayaal,All hayal restaurant Ailelerin ve çiftlerin rahat edebileceği fiyat olarak uygundu yemekler lezzetliydi bu kadar tahmin etmemistik teşekkür ederiz herkese tavsiye ederiz,9.090909090909092
